member_id,join_date,join_store,birth_year,gender,tier,phone_hash,email,opt_in_marketing
M000275,2025-08-05,S05,1953,F,銀卡,ff450b45c809bec2,hsieh.tsungyen56@outlook.com,1
M000276,2026-04-03,S02,1984,M,一般,7f6970a41b42002e,hsu.peiyu70@msa.hinet.net,1
M000277,2025-01-20,S04,1991,F,VIP,11fa103db4206a07,yeh.hsinyi60@outlook.com,1
M000278,2025-04-24,S01,1988,M,銀卡,87ced52ac288fbc6,liao.yuchen95@gmail.com,1
M000279,2025-03-24,S03,2001,M,一般,5a256ed9e8533736,cheng.shuchen36@icloud.com,0
M000280,2025-01-01,S99,1996,M,一般,d2790c5b29ea664d,liu.ruoyu29@icloud.com,1
M000281,2025-06-29,S05,1953,F,銀卡,f1e0ae84a41d42ca,lai.hsinyi32@gmail.com,1
M000282,2025-04-09,S02,1962,F,VIP,436fbb246a44342e,lai.yuchen54@gmail.com,1
M000283,2025-04-28,S99,1968,F,一般,3aaa71c704c37a4e,,1
M000284,2025-10-29,S99,1977,M,一般,19f8d0d4c8e4af66,tseng.chiahao56@outlook.com,1
M000285,2025-06-21,S06,1991,F,一般,a2b59b474c7b5daa,hsieh.yuchen92@gmail.com,0
M000286,2025-01-08,S05,1957,F,VIP,a9cb9ae0eb53c16b,liao.yuhsuan35@msa.hinet.net,1
M000287,2025-03-15,S03,1971,M,銀卡,95da52a791631439,lu.kuanting60@gmail.com,0
M000288,2025-10-29,S04,1994,F,VIP,62a541134f13c89a,tseng.peichun52@hotmail.com,1
M000289,2025-06-30,S02,1984,F,金卡,05188fbc1443dd8b,tseng.yuchen20@hotmail.com,1
M000290,2025-09-18,S05,1959,F,一般,44fea93fb5278fc3,chiu.yuhsuan05@yahoo.com.tw,1
M000291,2025-01-05,S01,1988,F,一般,3ea5327cb469e4d3,su.mingchieh53@yahoo.com.tw,1
M000292,2025-12-31,S06,1990,F,一般,e77df3bac9fb79e4,chen.yuhsuan70@msa.hinet.net,1
M000293,2026-03-01,S06,1966,M,銀卡,802a214f58d0bed6,chang.hungyu27@hotmail.com,1
M000294,2026-01-28,S01,1972,M,一般,8dcf211f2a414b9d,liu.yuchen79@msa.hinet.net,0
M000295,2025-02-17,S03,2003,F,一般,45086862f3b2d49e,wang.chiahao98@hotmail.com,1
M000296,2025-10-12,S03,1997,F,一般,07183c118b7cce96,lu.chiahao47@yahoo.com.tw,0
M000297,2026-05-06,S01,1991,M,一般,851cec6341922569,huang.yating90@icloud.com,1
M000298,2025-03-12,S01,1997,M,一般,459875a119be6d39,hsu.tzuchi41@icloud.com,1
M000299,2025-07-29,S04,1994,F,VIP,14c674d0f5ad7e69,liao.chihyuan17@gmail.com,0
M000300,2026-02-15,S04,2001,M,一般,88d8d0bb3768ff2d,hung.yuhsuan75@yahoo.com.tw,0
M000301,2025-02-26,S99,,F,一般,9ffb09d9600fb826,hsu.shuchen03@outlook.com,1
M000302,2026-03-04,S04,1985,F,一般,c090143aa592d92d,chou.hungyu58@msa.hinet.net,0
M000303,2025-06-17,S04,1986,M,一般,6cc26838cd7e4e26,kuo.mingchieh20@yahoo.com.tw,0
M000304,2026-02-11,S04,1996,M,一般,5e08a1da68484ce9,tsai.hsinyi93@gmail.com,1
M000305,2025-02-09,S01,1990,M,一般,cac1d7284624ebeb,,0
M000306,2025-02-26,S99,1991,M,一般,e5889eb229a0f465,,1
M000307,2026-01-11,S05,1966,F,銀卡,a5acbb086d22d0b4,chang.chihyuan57@gmail.com,1
M000308,2025-01-24,S03,,F,一般,ded3c9c1184b8a28,chiang.peichun19@yahoo.com.tw,1
M000309,2025-07-03,S05,1983,F,銀卡,2e36be6529bea576,hsu.yating67@yahoo.com.tw,0
M000310,2025-08-10,S01,2000,F,一般,b9f7eeaad1aa75f1,chiu.chiahao88@gmail.com,0
M000311,2026-03-06,S99,1976,F,銀卡,0991aa44421e388f,tseng.peichun17@gmail.com,1
M000312,2025-06-21,S05,,F,金卡,4a383a47343c320c,su.tzuchi25@hotmail.com,0
M000313,2025-02-08,S05,1952,M,VIP,8c02535dfdeab146,liao.yijun01@yahoo.com.tw,1
M000314,2025-04-22,S04,1987,F,一般,3f5efc5e54513918,chiu.chihyuan42@gmail.com,1
M000315,2026-02-08,S05,1952,M,一般,4c0ee3ead411d9c7,wu.mingchieh77@yahoo.com.tw,1
M000316,2025-01-05,S06,1949,M,VIP,79a93e4ddf0847f9,hsu.shuchen35@hotmail.com,1
M000317,2025-10-30,S05,2001,F,一般,de0276710c5513e1,wu.hsinyi70@outlook.com,1
M000318,2025-02-12,S02,1998,F,一般,d2a9441d315958cd,yang.peichun89@yahoo.com.tw,1
M000319,2025-02-25,S03,2002,F,一般,af374d6c7a6a2ea0,cheng.hsinyi79@icloud.com,0
M000320,2026-05-03,S03,1972,F,一般,532e41565a9fcd58,lai.wanju95@yahoo.com.tw,1
M000321,2025-03-22,S03,1998,F,一般,bf3980b377efdd89,,1
M000322,2025-02-11,S06,1999,F,一般,38c1140d7d6a18ba,wu.polin94@outlook.com,1
M000323,2025-01-21,S02,1968,M,一般,01a82a416c478dc8,kuo.tzuchi86@hotmail.com,1
M000324,2026-03-24,S01,1979,F,一般,d34be209c1896e75,wu.tsungyen17@msa.hinet.net,1
M000325,2025-07-13,S03,1979,F,一般,b25ff8c7841ad1be,yang.yating79@icloud.com,1
M000326,2025-10-10,S06,1963,F,銀卡,b00494c44fa17bf8,su.yuhsuan82@msa.hinet.net,1
M000327,2025-07-27,S05,1948,F,銀卡,a842461a2435ae56,hsieh.mingchieh50@icloud.com,0
M000328,2025-03-18,S02,1988,F,一般,acf9cb495fe7bbc9,cheng.tzuchi55@icloud.com,1
M000329,2025-01-15,S01,1960,F,金卡,6970d46df33dd1de,hsieh.tzuchi08@gmail.com,1
M000330,2025-11-28,S06,1987,M,一般,f24aa6e44b9c826d,,1
M000331,2025-01-24,S99,1976,F,一般,f806791a4cd07c83,chou.ruoyu95@icloud.com,1
M000332,2025-04-23,S01,2003,F,銀卡,24d40048db8279d3,huang.chunhui77@outlook.com,1
M000333,2025-07-27,S05,1955,F,銀卡,204955fea2f91a2c,yeh.peichun55@gmail.com,1
M000334,2025-04-16,S01,,M,一般,38503340aabf12ff,liao.chunhui10@icloud.com,0
M000335,2026-03-18,S99,1991,F,一般,71cb31feb4cfd52a,tsai.yijun69@icloud.com,1
M000336,2025-02-12,S02,1961,M,VIP,bf5746ef75c5f270,chang.weiting36@icloud.com,1
M000337,2025-06-04,S05,1945,F,一般,c03bf66986e1d39b,cheng.meiling77@icloud.com,1
M000338,2026-02-25,S05,1945,F,一般,0ed0653b99f9e983,Cheng.meiling77@icloud.com,0
M000339,2025-01-12,S01,1972,M,銀卡,1815f078da538e62,,1
M000340,2025-06-29,S05,1946,M,銀卡,b9e12bb61d8dd0f7,yang.tzuchi34@yahoo.com.tw,1
M000341,2025-06-18,S99,1968,M,VIP,cd5fd936da8be8c1,liu.hsinyi19@gmail.com,1
M000342,2026-05-02,S04,1990,F,一般,db6ca823f369d9c6,li.chengen09@msa.hinet.net,1
M000343,2025-03-23,S01,1969,F,一般,6c2f5091d68701dc,tsai.weiting17@gmail.com,1
M000344,2025-03-26,S03,2002,F,一般,3683bf8f2d795029,wu.hsinyi47@icloud.com,0
M000345,2025-10-13,S02,1972,F,銀卡,627fcdfdeaf73380,chung.chiaying67@yahoo.com.tw,0
M000346,2025-02-09,S06,1987,M,一般,7d7e2b8008af33f3,lin.chunhui79@hotmail.com,0
M000347,2025-01-07,S02,1986,M,一般,93277ea5b53afab4,cheng.meiling03@yahoo.com.tw,1
M000348,2025-10-03,S02,1983,F,金卡,259c4225193da1b0,chen.chiaying07@msa.hinet.net,1
M000349,2025-04-23,S04,1965,M,銀卡,1747f03640161b0a,liao.meiling46@msa.hinet.net,1
M000350,2025-04-11,S01,1975,F,一般,eeffa072871a32c1,wang.yuhsuan54@msa.hinet.net,0
M000351,2025-04-19,S03,1970,F,銀卡,249999fd38af520b,hsieh.ruoyu18@outlook.com,0
M000352,2025-04-18,S05,1984,F,銀卡,2db57b5c52061701,lai.chunhui76@hotmail.com,1
M000353,2026-02-15,S04,1954,F,一般,4d5d54959e766a9a,chen.chengen37@icloud.com,0
M000354,2025-01-28,S01,1980,M,銀卡,14698d28927dc061,wang.tzuchi60@gmail.com,1
M000355,2026-02-15,S02,1982,F,一般,c5c461ade732b612,yang.polin98@yahoo.com.tw,0
M000356,2025-03-16,S01,1995,M,一般,93131889d41c48b3,,1
M000357,2025-10-24,S05,1953,M,一般,44f23d2a526bc302,,1
M000358,2025-03-26,S03,2001,F,一般,b8b05f87c5c81886,chen.yating94@icloud.com,1
M000359,2025-01-13,S05,1947,M,銀卡,e249193904a0f940,chou.polin74@msa.hinet.net,0
M000360,2025-06-20,S04,1998,F,VIP,f429bb5c2333e3f0,huang.hsinyi15@hotmail.com,0
M000361,2025-03-03,S02,1995,F,一般,c5c2c35be1a83961,kuo.chihyuan61@yahoo.com.tw,0
M000362,2025-01-03,S02,1963,M,VIP,71bdfab7f6ee0bf1,,0
M000363,2025-04-12,S02,1997,M,銀卡,0439b125f7c1f032,wu.chiahao30@outlook.com,0
M000364,2025-11-26,S06,1975,F,一般,1c64891c05697629,wang.chunhui83@yahoo.com.tw,1
M000365,2025-03-05,S06,1989,F,一般,f0bb3ea3ec2de71d,,1
M000366,2025-12-04,S04,1985,F,一般,6a8e2599bd84c26d,huang.weiting18@yahoo.com.tw,1
M000367,2025-03-17,S01,1998,F,一般,32eb6151083ad93f,,1
M000368,2025-02-28,S01,1976,M,銀卡,c3347b1dd5f5d0b8,cheng.peichun18@gmail.com,1
M000369,2025-02-16,S02,1989,F,一般,f52b12b63c05c238,,0
M000370,2025-01-11,S01,2002,F,一般,537d0413451f0f20,hsu.shuchen42@outlook.com,0
M000371,2025-10-02,S05,1959,F,銀卡,07064a7a57480a60,tsai.kuanting73@outlook.com,1
M000372,2025-01-15,S99,1996,F,銀卡,e33e8c37cc43ca71,,1
M000373,2025-05-01,S04,1958,F,VIP,a3382edfc5876240,,1
M000374,2026-02-16,S04,1979,F,一般,20d1115af08af341,hsu.hsinyi63@yahoo.com.tw,1
M000375,2025-02-20,S02,1955,M,VIP,4c84c8ddf6a3203a,su.chunhui42@icloud.com,1
M000376,2025-08-24,S06,,F,一般,1d2f915376c716a7,tseng.yating50@hotmail.com,1
M000377,2025-04-19,S04,1974,M,一般,c5bf3e365d7b41b7,,1
M000378,2025-02-05,S03,2008,M,一般,a4826072daaa8eb8,,0
M000379,2025-01-19,S05,1987,F,VIP,d6f142cad00963c7,chang.tsungyen50@yahoo.com.tw,0
M000380,2025-01-28,S05,1959,F,VIP,ffb084041429e62a,huang.polin18@hotmail.com,1
M000381,2025-04-24,S99,1965,F,銀卡,747973bc48f340db,tsai.hsinyi52@gmail.com,1
M000382,2025-04-05,S01,1997,M,一般,b75baa04b0f4035a,lu.tsungyen84@yahoo.com.tw,1
M000383,2025-02-19,S05,1949,M,VIP,82290414811adb9a,lu.chunhui05@msa.hinet.net,1
M000384,2025-09-21,S04,1992,M,VIP,7fe93b4523964687,lin.meiling07@hotmail.com,0
M000385,2025-02-17,S05,1954,F,一般,8def809d2569b2c5,tsai.wanju17@outlook.com,1
M000386,2025-10-08,S05,1954,F,一般,2656ba8aab9a624b,TSAI.WANJU17@OUTLOOK.COM,0
M000387,2025-10-11,S05,1942,F,一般,1f5bb230d83eebd9,kuo.yijun75@icloud.com,0
M000388,2025-07-07,S99,1988,M,一般,e2bc6c88e7bad791,,1
M000389,2026-02-03,S03,,F,一般,27b2fae05a41d4aa,wang.hsinyi08@msa.hinet.net,1
M000390,2025-01-22,S06,,M,一般,4f1dd24f7deb95c2,li.hungyu64@hotmail.com,1
M000391,2026-04-20,S04,2000,M,一般,308f55b8e5a3ea02,huang.chihyuan29@icloud.com,1
M000392,2025-02-15,S02,1996,F,一般,91082b900f25fe39,cheng.polin98@gmail.com,1
M000393,2025-06-22,S02,1964,F,銀卡,8c3ff44f51410f45,lai.chiaying62@msa.hinet.net,1
M000394,2025-03-16,S03,2008,M,一般,2fe3733048cba7c5,liu.kuanting63@yahoo.com.tw,1
M000395,2025-04-25,S02,1996,F,銀卡,3a2479852ce5843d,chung.shuchen75@icloud.com,1
M000396,2025-02-09,S01,1977,F,一般,f7c6838aed67b09a,li.yating81@yahoo.com.tw,1
M000397,2026-06-04,S99,1979,F,一般,9bea545ac4412f45,lu.weiting39@gmail.com,1
M000398,2025-10-01,S05,1952,F,一般,9751da55187083c3,chung.polin75@msa.hinet.net,1
M000399,2025-08-29,S05,1944,F,銀卡,923d96f7b4d98938,yeh.peiyu80@outlook.com,1
M000400,2025-06-22,S05,1985,F,一般,da2771474bd5b8df,wang.hsinyi64@hotmail.com,1
M000401,2026-03-25,S02,2003,M,一般,6270d6b475ed6cf2,li.chengen62@hotmail.com,1
M000402,2025-03-14,S06,2003,F,一般,04156c90e79ce3c3,hung.meiling05@yahoo.com.tw,1
M000403,2025-01-23,S03,2008,F,一般,b6a5faa7364e75c4,hsieh.weiting12@hotmail.com,0
M000404,2025-12-16,S02,1962,M,銀卡,951dfb97f0c7bd47,lin.shengwei73@hotmail.com,1
M000405,2026-03-21,S02,1984,F,一般,36aacf55bc6ae59b,yeh.tzuchi02@outlook.com,1
M000406,2025-01-03,S03,2002,M,一般,293009de8b804f88,chiang.weiting03@icloud.com,1
M000407,2026-03-28,S99,1972,F,一般,25c360cbc0e4a106,su.chiahao38@hotmail.com,0
M000408,2025-02-27,S01,2000,F,一般,bd03aa901fb27219,,0
M000409,2025-12-25,S02,1970,M,一般,57bf0ba202c62ac4,hsu.wanju97@yahoo.com.tw,1
M000410,2025-04-26,S04,1969,F,銀卡,dad616b82f654256,lu.chiaying89@yahoo.com.tw,1
M000411,2025-10-20,S06,2000,F,一般,d5db9c97f25f8f78,,1
M000412,2025-03-11,S04,2004,M,一般,635852e290a6b501,wang.tsungyen06@gmail.com,1
M000413,2025-03-09,S01,1990,M,一般,2d979b338f44a48b,hsu.kuanting17@icloud.com,1
M000414,2025-10-09,S04,1994,M,VIP,bb8222c4bc6bed03,lin.yijun77@msa.hinet.net,1
M000415,2025-01-03,S99,1961,F,金卡,de4e0f4f8f15de63,wang.yating33@hotmail.com,0
M000416,2025-10-30,S99,1961,F,金卡,86fec8ef6427bb2b, wang.yating33@hotmail.com ,1
M000417,2025-02-18,S02,1960,M,VIP,a486f0640424084b,hsu.chihyuan45@yahoo.com.tw,1
M000418,2025-07-27,S99,1987,F,一般,804da8530190ad02,,1
M000419,2025-02-01,S05,1942,F,銀卡,75a4ccd5fc26a96e,yang.yating25@hotmail.com,1
M000420,2025-08-11,S05,2002,M,一般,ff2044c0f67b92ac,hung.wanju65@outlook.com,0
M000421,2025-01-22,S05,1967,M,VIP,22a0dd7707b26864,chung.ruoyu69@msa.hinet.net,0
M000422,2025-03-15,S01,1996,F,一般,ddd16052f1074e81,,1
M000423,2025-01-05,S06,1997,F,一般,78ea02476390a177,hsu.yuchen68@icloud.com,1
M000424,2026-02-18,S05,1994,F,一般,0e04a0a3cd764590,wang.chunhui78@msa.hinet.net,1
M000425,2026-02-16,S99,1984,F,一般,08f36c9122864277,chou.ruoyu50@gmail.com,0
M000426,2026-01-25,S04,1994,F,一般,7169214cf3e8934a,chang.polin51@hotmail.com,1
M000427,2025-01-27,S05,1960,F,銀卡,3ad44a8584d022eb,kuo.kuanting55@yahoo.com.tw,0
M000428,2025-02-15,S01,1997,F,銀卡,8ce683f52dcc7b6c,chung.ruoyu06@yahoo.com.tw,0
M000429,2025-03-01,S01,1966,M,銀卡,398076eed880bbf0,hsu.wanju38@hotmail.com,0
M000430,2025-05-22,S04,1997,M,銀卡,4bd1bebfe516bcd0,wang.hungyu61@gmail.com,1
M000431,2025-12-14,S04,1997,M,銀卡,5cfdf3a5816cd86d,WANG.HUNGYU61@GMAIL.COM,0
M000432,2025-06-16,S04,1986,F,一般,b0c7268cc4e15531,chiang.chihyuan53@yahoo.com.tw,0
M000433,2025-05-15,S01,1960,F,銀卡,cb5ae430ee5a6f2a,hsieh.tzuchi04@gmail.com,1
M000434,2025-02-11,S05,2004,F,一般,60e361baa138c774,li.yuhsuan54@gmail.com,1
M000435,2025-02-24,S03,1996,M,VIP,8389b9e7a813da20,yang.yuchen52@yahoo.com.tw,1
M000436,2025-03-04,S03,2005,F,一般,6373be1a17ba3c49,chiu.tzuchi24@msa.hinet.net,1
M000437,2025-05-14,S99,1990,M,金卡,483b7d2fc26184e5,li.peichun79@msa.hinet.net,1
M000438,2025-07-09,S04,1987,M,金卡,9d1c6f950294f493,li.yijun53@yahoo.com.tw,1
M000439,2025-02-15,S06,1988,F,一般,9ec5dffe0bc8af01,hsu.yuhsuan26@outlook.com,1
M000440,2025-02-09,S04,1949,F,VIP,b2e0369464aaabc9,liu.polin74@msa.hinet.net,1
M000441,2025-06-24,S03,1990,M,一般,b3da2a6c81a1dd15,lu.shengwei25@outlook.com,1
M000442,2026-01-14,S01,2005,F,一般,0768975803b4b25b,cheng.meiling45@gmail.com,1
M000443,2025-03-23,S06,1991,F,一般,9f55f79bfd443b4e,,0
M000444,2025-03-23,S03,2000,M,一般,1d54d0d9c5be016f,hsieh.chiaying09@hotmail.com,1
M000445,2025-05-31,S02,,F,銀卡,ffe7aa0fe218079c,yeh.ruoyu73@hotmail.com,1
M000446,2025-03-16,S06,1987,F,一般,7e61b13078c61b2d,tsai.chengen87@yahoo.com.tw,0
M000447,2025-03-12,S03,2006,F,一般,929bd08d227d466b,hsu.shengwei34@outlook.com,0
M000448,2025-10-23,S02,1999,M,一般,6b7b934ddfa756af,,0
M000449,2026-03-23,S01,1975,F,一般,5dccd2301a077ec5,li.shengwei84@hotmail.com,0
M000450,2026-05-06,S01,1976,F,一般,df3529931c6e92f8,yeh.polin93@yahoo.com.tw,0
M000451,2025-10-15,S06,1969,M,銀卡,75d0999414b9ddad,yeh.yuchen32@msa.hinet.net,0
M000452,2025-02-18,S03,2008,M,一般,8abd1818bf55e248,kuo.chiaying82@yahoo.com.tw,1
M000453,2025-02-14,S03,2000,F,一般,ee587300aec62cb9,chung.hsinyi76@outlook.com,1
M000454,2025-09-12,S04,1975,M,金卡,56b01a10c62f6b95,chou.yating04@hotmail.com,0
M000455,2025-03-29,S01,1970,M,一般,bab3e76bcae303bb,yeh.weiting79@yahoo.com.tw,1
M000456,2026-02-07,S06,1969,F,一般,748f95e3958c7a5e,yeh.peiyu53@msa.hinet.net,1
M000457,2025-01-15,S99,1999,M,一般,f7f68ebbd04c39a7,yang.chihyuan74@hotmail.com,0
M000458,2025-01-14,S03,2005,M,一般,203f3ad1db3d590d,chang.peiyu56@hotmail.com,0
M000459,2025-04-25,S01,1970,F,銀卡,57bb3ab29fea17c4,tseng.chengen35@hotmail.com,1
M000460,2026-01-24,S05,2004,F,一般,3300806d71586865,lu.weiting55@yahoo.com.tw,1
M000461,2025-04-25,S06,1992,F,銀卡,88d2f21d67794f89,hsu.chengen31@yahoo.com.tw,1
M000462,2025-04-05,S06,1976,F,一般,2c032374259161d8,huang.meiling38@msa.hinet.net,1
M000463,2025-02-26,S03,2008,M,一般,0aea57c4a7ce176b,kuo.ruoyu20@icloud.com,1
M000464,2026-02-10,S04,1989,F,一般,0cff35a3c3e6161a,hsu.yijun52@gmail.com,0
M000465,2025-02-15,S03,2000,F,一般,df087bc893207e27,hsieh.weiting78@gmail.com,1
M000466,2025-07-03,S04,1995,M,VIP,2404f17d91305bb2,huang.yuchen56@hotmail.com,1
M000467,2025-03-08,S02,1991,F,VIP,1bc077bb29c2ac5d,chiu.shuchen83@yahoo.com.tw,0
M000468,2026-05-06,S01,2004,M,一般,399139dbc7711c67,chou.meiling08@outlook.com,1
M000469,2025-01-26,S02,1990,F,一般,905bc76a4ce002b0,,1
M000470,2025-02-03,S03,1965,M,VIP,26bd99eda97d378b,,0
M000471,2025-04-26,S03,1962,F,銀卡,5dbe4d3674ff5817,lu.peiyu62@msa.hinet.net,1
M000472,2025-12-13,S03,1972,F,一般,fe444c688d47a09e,liao.shuchen17@hotmail.com,0
M000473,2026-02-14,S99,,F,一般,6fbfa964bfbefe73,tseng.polin86@yahoo.com.tw,1
M000474,2025-04-11,S06,1971,M,一般,e03ade881135b7f1,kuo.chunhui91@hotmail.com,1
M000475,2025-02-23,S06,1987,F,一般,6497088f8ff11796,tsai.hsinyi91@hotmail.com,0
M000476,2026-03-16,S01,,M,一般,a66e467ad51445dd,hsieh.meiling43@msa.hinet.net,1
M000477,2026-02-08,S01,1981,F,銀卡,1737f67459c19710,liu.tzuchi98@msa.hinet.net,1
M000478,2025-02-03,S03,2002,F,一般,e2307c0cb1cd1a10,tsai.yating69@gmail.com,1
M000479,2025-08-03,S05,1944,F,銀卡,903042059cd9de45,,1
M000480,2025-02-05,S02,1964,M,一般,3fbf78ce5159dfef,yeh.wanju74@icloud.com,0
M000481,2025-04-18,S03,1987,F,銀卡,ad2b965da0be52a0,yeh.peiyu81@msa.hinet.net,0
M000482,2026-01-26,S99,1989,F,一般,d5a2dcbcf3a9fc91,tsai.hsinyi95@hotmail.com,0
M000483,2025-05-29,S02,1988,M,一般,ee123796ca070486,kuo.ruoyu84@msa.hinet.net,1
M000484,2025-05-22,S99,1991,F,一般,3bfe3dddee0cd98f,hung.tsungyen19@gmail.com,0
M000485,2025-04-24,S02,,F,銀卡,1cf5c32aacc42817,chang.chiahao60@yahoo.com.tw,1
M000486,2025-01-15,S03,1999,M,一般,f76ec68434c243a2,huang.tsungyen18@msa.hinet.net,1
M000487,2025-01-19,S03,1999,F,一般,511ad64324eeb54b,chang.peichun67@icloud.com,1
M000488,2025-03-11,S03,2003,F,一般,e2e6e98a8193232e,kuo.yuhsuan74@msa.hinet.net,1
M000489,2025-04-28,S04,1994,F,銀卡,138a0953a69fb10d,hsu.shengwei73@gmail.com,1
M000490,2025-06-09,S99,,F,一般,317bcedf9e0d0c51,cheng.shengwei61@hotmail.com,0
M000491,2025-01-21,S01,1986,F,銀卡,8b47382566980645,li.hungyu63@icloud.com,1
M000492,2025-02-08,S04,,F,一般,2c4630c2b55bf9ec,chen.yijun47@yahoo.com.tw,1
M000493,2025-03-20,S05,,F,一般,549a13519ba1ea83,liu.weiting63@hotmail.com,1
M000494,2025-02-23,S05,1994,M,銀卡,50402cff6ecb8c93,chou.wanju27@gmail.com,0
M000495,2025-07-04,S04,1968,F,一般,165edd44dd899658,chiu.hungyu07@msa.hinet.net,1
M000496,2025-02-17,S03,2002,F,一般,20b4a0b2e8297dd3,hsieh.polin99@icloud.com,1
M000497,2025-11-08,S99,1971,M,一般,56fb6988404b015e,hsieh.peiyu24@msa.hinet.net,1
M000498,2025-07-31,S01,1974,F,銀卡,b5b9a98291161a9b,huang.shuchen90@icloud.com,0
M000499,2026-03-05,S01,1978,F,一般,d89cbffc4755df34,kuo.chiahao93@gmail.com,1
M000500,2025-04-26,S04,1979,F,銀卡,3b72e657e0950371,chiu.chunhui65@yahoo.com.tw,1
M000501,2025-03-13,S99,1995,M,一般,5d8c50b793f62333,su.yating16@icloud.com,0
M000502,2025-07-17,S99,1992,F,一般,32ca224e24dc329b,,1
M000503,2025-03-08,S02,1975,M,一般,1c10882b68b1b4f7,liu.chunhui87@yahoo.com.tw,1
M000504,2025-06-23,S05,1952,M,銀卡,37bc7f01b80f641b,,1
M000505,2025-08-02,S05,1956,F,銀卡,c87637e3f4965592,wu.yijun12@msa.hinet.net,1
M000506,2025-02-14,S01,1992,F,一般,dfa82ee16caa41b0,cheng.weiting10@gmail.com,1
M000507,2025-01-16,S02,1978,M,VIP,67ff50384dab0801,wu.meiling24@msa.hinet.net,0
M000508,2026-04-30,S02,1969,F,一般,051e1d5efaa8cdae,liu.weiting34@hotmail.com,0
M000509,2025-03-27,S06,1977,M,金卡,fd15ae0938611228,hsieh.wanju34@icloud.com,1
M000510,2025-10-14,S06,1977,M,金卡,026a4bffdedc81f3,Hsieh.wanju34@icloud.com,0
M000511,2025-04-26,S02,,M,一般,e85de25a0ed21ddd,hsieh.polin33@yahoo.com.tw,1
M000512,2025-04-23,S06,1960,M,銀卡,8ce7819ce06771ab,tsai.yuhsuan64@hotmail.com,1
M000513,2025-01-06,S03,2006,F,一般,757a7ca89b37cdac,chiang.meiling27@outlook.com,0
M000514,2025-10-05,S01,1984,M,一般,5d4b2e8100ef5487,chou.kuanting36@icloud.com,1
M000515,2025-02-08,S01,2000,F,一般,b47fb04b27301c30,hsu.chiahao38@icloud.com,1
M000516,2025-05-26,S05,2004,F,銀卡,eebe3657d03dc5e7,chiang.weiting23@hotmail.com,1
M000517,2025-03-21,S02,1986,M,一般,6c99c66205d6ca27,huang.weiting01@gmail.com,0
M000518,2025-02-06,S03,,F,一般,cc3e1b6d4d2ca1a9,chiu.kuanting85@outlook.com,0
M000519,2025-02-09,S04,1959,M,VIP,73b9c1d9a1743963,tsai.peiyu72@icloud.com,0
M000520,2025-01-05,S03,,F,一般,091c643b9ea82792,hsieh.yijun23@outlook.com,1
M000521,2025-01-19,S99,1992,F,一般,a12f6a95a16844c6,hung.tzuchi03@yahoo.com.tw,1
M000522,2025-02-14,S01,1988,F,VIP,f050e4ed79165d7d,yeh.peiyu31@msa.hinet.net,1
M000523,2025-01-14,S99,1980,F,一般,c21efbdc23588adf,wu.tsungyen06@msa.hinet.net,1
M000524,2025-09-29,S03,1994,M,銀卡,9b14bf6b861d4684,lu.kuanting51@gmail.com,1
M000525,2025-01-06,S01,1962,F,金卡,bf738f0a4f471c10,lin.peichun36@hotmail.com,1
M000526,2025-01-10,S04,1993,M,VIP,186d5028ea5de13e,,1
M000527,2025-02-13,S06,1990,M,一般,04e61478be25f073,li.chihyuan94@gmail.com,1
M000528,2026-04-24,S04,,F,一般,911e0a9285da8cf5,lin.peiyu51@outlook.com,1
M000529,2025-04-18,S06,,F,一般,e5c212b00ef79f42,chen.chiaying10@yahoo.com.tw,1
M000530,2025-01-19,S02,,M,VIP,f4251cf13a537f7a,li.yijun60@msa.hinet.net,1
M000531,2025-02-14,S04,,F,一般,46f79b25160e1b06,,0
M000532,2025-03-05,S03,2003,F,一般,767961c74e50e3f1,,0
M000533,2025-01-12,S02,1993,M,一般,39eda7ad488b0437,lu.weiting78@gmail.com,1
M000534,2025-07-25,S06,1999,F,一般,cfef04182465050a,chiu.shuchen40@yahoo.com.tw,1
M000535,2025-08-17,S05,1950,F,銀卡,2bea7de1b988c263,su.chiahao92@icloud.com,1
M000536,2025-01-15,S03,1978,F,一般,d69cd234d527b4b0,,1
M000537,2025-01-14,S02,1988,F,一般,ba2ee879f7877877,chou.polin41@yahoo.com.tw,1
M000538,2026-06-06,S01,1987,F,一般,5d91f75676e40c6c,chen.chiahao32@hotmail.com,1
M000539,2025-07-08,S01,1968,F,一般,ec010b23a5339832,chung.peiyu57@yahoo.com.tw,1
M000540,2025-03-11,S99,1975,F,一般,11816ff52c969e4d,chiu.hsinyi22@icloud.com,0
M000541,2026-01-07,S04,1971,F,一般,30bf8efe9fd041f2,cheng.yijun47@outlook.com,1
M000542,2025-03-13,S04,1967,F,金卡,b08ceb9354410eaf,wu.polin58@icloud.com,1
M000543,2025-09-22,S04,1967,F,銀卡,d31fffdd0984d0ea,WU.POLIN58@ICLOUD.COM,0
M000544,2025-10-13,S04,1993,F,VIP,598b1f250acb0c59,hsieh.yating03@gmail.com,1
M000545,2025-07-06,S04,1996,F,一般,3f2cc85fe635ec1a,yang.yuchen15@hotmail.com,1
M000546,2025-10-11,S06,1979,F,一般,e4cb6ebf79366323,cheng.chiahao38@gmail.com,1
M000547,2025-01-04,S03,2001,F,銀卡,a0fe3cec7b8dd411,kuo.shengwei67@icloud.com,1
